numerical__graduation_year,numerical__cgpa,numerical__attendance_percent,numerical__internship_count,numerical__project_count,numerical__certification_count,numerical__hackathon_count,numerical__curriculum_programming_score,numerical__curriculum_dsa_score,numerical__curriculum_dbms_score,numerical__curriculum_web_development_score,numerical__curriculum_cloud_score,numerical__curriculum_ai_ml_score,numerical__curriculum_cybersecurity_score,numerical__curriculum_devops_score,numerical__curriculum_communication_score,numerical__curriculum_problem_solving_score,categorical__university_Andhra University,categorical__university_GITAM University,categorical__university_JNTU Kakinada,categorical__university_KL University,categorical__university_SRM University,categorical__university_Vignan University,categorical__gender_Female,categorical__gender_Male,categorical__gender_Other,categorical__target_role_Cloud Engineer,categorical__target_role_Data Analyst,categorical__target_role_Data Scientist,categorical__target_role_DevOps Engineer,categorical__target_role_Full Stack Developer,categorical__target_role_Software Developer,categorical__programming_language_C#,categorical__programming_language_C++,categorical__programming_language_Java,categorical__programming_language_JavaScript,categorical__programming_language_Python,placement_status
1.248451092782051,0.5665038791975414,0.27895167858551473,0.9497258268948607,0.9719520415789541,0.7848562351263942,1.4784768473536365,1.7717438388714135,1.3097141455894596,1.4973766290274104,0.10810565220438077,1.7585121831809554,1.7724613488773382,0.7358723752570921,0.1895661756341278,1.5595684948082624,0.5221821787047426,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Placed
-1.1855721587832007,-2.1068924692392925,1.240247650176701,-1.309285059673688,-1.8385116931071779,-0.20031895540882869,-0.874536702811302,-0.8630035629069194,-1.5036325949760958,-1.2610144913568058,-2.339999839899757,-2.047501600275008,-0.3039886506849892,-1.8588504115344422,-1.257598286664773,-1.7650035394504622,-0.7392267865266182,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Placed
0.031439466999425084,0.07573546740720476,-0.3189275232577833,-0.1797796163894137,1.9087732864743314,-1.1854941459440516,0.3019700722711672,0.09864014753443032,0.38258851517581055,0.013242276211989116,1.28654152573277,-0.4108384722980011,0.014866967225331394,-0.12903522034008633,1.6515733503668644,0.2750747542992098,-0.23192100703139706,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Placed
0.031439466999425084,-1.887338179754142,1.4629869606673425,0.9497258268948607,0.9719520415789541,-1.1854941459440516,1.4784768473536365,-0.7066387319408463,-0.9857210359174366,-1.7332390581617125,-0.4468996301670539,0.013767527884712884,0.3726074165881289,1.1960984352996271,1.0281794281457997,1.1985669860377446,-0.38274164417862516,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Placed
0.031439466999425084,1.4188911207281265,1.099570190919454,-1.309285059673688,0.035130796683576736,-1.1854941459440516,0.3019700722711672,-1.7542830994135363,-0.5253552056430727,0.425501818660717,-0.4545024422543345,-0.09431399943452384,-0.05512572938912952,1.346862144623905,-0.2260297725132486,1.3580792806107647,-0.4238745452187779,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Placed
0.031439466999425084,1.4705509535481631,0.13827421932826764,-1.309285059673688,1.9087732864743314,-1.1854941459440516,0.3019700722711672,-0.5346374178781655,-0.9473572167279066,-0.024235864010622513,0.5186575049174963,0.19905014614626015,-2.1237987626609613,1.013594997696553,1.072707565447304,0.7116347183937901,-1.1437003134214565,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Placed
1.248451092782051,1.2251667476529933,-1.2450541300346583,0.9497258268948607,0.9719520415789541,-0.20031895540882869,0.3019700722711672,1.6544702156468587,1.6230186689706243,1.0176564341779812,-0.1427871466758567,0.5464550553866625,1.1891888770901677,0.40260522832973894,1.7035228438852867,-0.5392774864156802,1.3311292324944195,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Placed
1.248451092782051,-0.6345872338682825,-1.010591697939247,-0.1797796163894137,0.035130796683576736,0.7848562351263942,2.654983622436106,1.2166486889418542,0.09485987125433323,0.03572916034555695,-0.8650542949674506,0.7317376736482109,-0.3039886506849892,1.2675128239269162,-1.0498003125910849,-0.11111290624599517,0.14513058583667274,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Placed
-1.1855721587832007,1.6771902848283051,0.9354464884526672,-0.1797796163894137,0.9719520415789541,0.7848562351263942,0.3019700722711672,-0.1280888573663751,0.01813223287527334,0.845256989153968,0.3742040752591783,-0.5729607632768562,1.2125197759616544,1.7753484763876453,-0.7826314887820568,-0.7743482363127615,-0.0948113368975535,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Placed
1.248451092782051,0.4760991717624802,0.17344358414258065,-0.1797796163894137,-0.9016904482118007,-0.20031895540882869,0.3019700722711672,-1.1757332248390657,-2.034332093764599,-0.1966353090346358,0.8303728004959742,0.9942213828520697,0.3181686525546594,0.8787011525116718,-1.9180989899704255,-0.5224867185658885,-1.8635260816241352,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Not Placed
